observing_night,slot_start_local,slot_end_local,slot_start_utc,slot_end_utc,sector,target_type,mag_bin_label,star_name,star_id,ra_deg,dec_deg,vmag,umag,bmag,rmag,imag,jmag,hmag,kmag,alt_min_deg,alt_mean_deg,az_mean_deg,visible_full_slot,repeated_from_previous_slot,hotspot_distance_deg,ranking_score,notes,catalog_source
2026-04-02,2026-04-02 21:00,2026-04-02 23:00,2026-04-02 19:00,2026-04-02 21:00,East,LPC,LPC,HIP 42294,HIP 42294,129.34208,28.29452,6.63,,7.524,,,5.095,4.702,4.591,63.54,76.73,92.54,YES,NO,,1075.9711,,Hipparcos
2026-04-02,2026-04-02 21:00,2026-04-02 23:00,2026-04-02 19:00,2026-04-02 21:00,East,LPC,LPC,HIP 43129,HIP 43129,131.78046,28.16194,6.6,,7.301,,,5.42,5.147,5.07,61.39,74.59,87.3,YES,NO,,1073.7765,,Hipparcos
2026-04-02,2026-04-02 21:00,2026-04-02 23:00,2026-04-02 19:00,2026-04-02 21:00,East,NGS,NGS_BRIGHT,Pollux,HIP 37826,116.33068,28.02631,1.16,,2.285,,,,,,74.92,82.7,169.97,YES,NO,,1058.7107,,Hipparcos
2026-04-02,2026-04-02 21:00,2026-04-02 23:00,2026-04-02 19:00,2026-04-02 21:00,East,NGS,NGS_FAINT,HIP 43103,HIP 43103,131.67431,28.76001,4.03,,5.113,,,2.368,1.941,1.831,61.57,74.72,83.44,YES,NO,,1072.7477,,Hipparcos
2026-04-02,2026-04-02 21:00,2026-04-02 23:00,2026-04-02 19:00,2026-04-02 21:00,North,LPC,LPC,HIP 36896,HIP 36896,113.78674,30.96091,5.34,,6.46,,,3.554,3.096,3.028,76.28,82.24,191.7,YES,NO,,1031.7468,,Hipparcos
2026-04-02,2026-04-02 21:00,2026-04-02 23:00,2026-04-02 19:00,2026-04-02 21:00,North,LPC,LPC,HIP 37339,HIP 37339,114.97541,32.00982,6.16,,6.542,,,5.404,5.287,5.216,75.89,81.75,169.36,YES,NO,,1030.9441,,Hipparcos
2026-04-02,2026-04-02 21:00,2026-04-02 23:00,2026-04-02 19:00,2026-04-02 21:00,North,NGS,NGS_BRIGHT,Castor,HIP 36850,113.65002,31.88864,1.58,,,,,1.33,1.292,1.229,76.03,81.81,191.22,YES,NO,,1031.1798,,Hipparcos
2026-04-02,2026-04-02 21:00,2026-04-02 23:00,2026-04-02 19:00,2026-04-02 21:00,North,NGS,NGS_FAINT,HIP 37265,HIP 37265,114.79149,34.58463,4.89,,5.324,,,4.068,3.917,3.835,75.33,80.24,168.26,YES,NO,,1029.7665,,Hipparcos
2026-04-02,2026-04-02 21:00,2026-04-02 23:00,2026-04-02 19:00,2026-04-02 21:00,South,LPC,LPC,HIP 37921,HIP 37921,116.56758,10.76831,5.25,,5.266,,,5.196,5.22,5.127,66.07,70.31,173.87,YES,NO,1.35,1163.4475,,Hipparcos
2026-04-02,2026-04-02 21:00,2026-04-02 23:00,2026-04-02 19:00,2026-04-02 21:00,South,LPC,LPC,HIP 38196,HIP 38196,117.38466,12.8143,6.42,,7.501,,,5.046,4.536,4.128,67.04,72.07,171.01,YES,NO,2.09,1160.9376,,Hipparcos
2026-04-02,2026-04-02 21:00,2026-04-02 23:00,2026-04-02 19:00,2026-04-02 21:00,South,NGS,NGS_BRIGHT,Procyon,HIP 37279,114.82724,5.22751,0.4,,,,,,,,62.56,65.25,178.85,YES,NO,5.81,1138.8722,,Hipparcos
2026-04-02,2026-04-02 21:00,2026-04-02 23:00,2026-04-02 19:00,2026-04-02 21:00,South,NGS,NGS_FAINT,HIP 37908,HIP 37908,116.53122,18.51017,4.89,,6.513,,,2.065,1.277,1.238,71.35,77.04,171.73,YES,NO,7.06,1146.3294,,Hipparcos
2026-04-02,2026-04-02 21:00,2026-04-02 23:00,2026-04-02 19:00,2026-04-02 21:00,South,NGS,NGS_MEDIUM,HIP 36188,HIP 36188,111.7878,8.28941,2.89,,2.807,,,3.061,3.109,3.101,63.99,68.02,186.27,YES,NO,6.13,1138.22,,Hipparcos
2026-04-02,2026-04-02 21:00,2026-04-02 23:00,2026-04-02 19:00,2026-04-02 21:00,West,LPC,LPC,HIP 32311,HIP 32311,101.18944,28.97099,5.42,,7.061,,,2.626,1.898,1.698,65.38,78.23,265.42,YES,NO,,1076.8554,,Hipparcos
2026-04-02,2026-04-02 21:00,2026-04-02 23:00,2026-04-02 19:00,2026-04-02 21:00,West,LPC,LPC,HIP 31434,HIP 31434,98.80026,28.02234,5.26,,5.256,,,5.151,5.21,5.147,63.18,76.38,268.97,YES,NO,,1076.0724,,Hipparcos
2026-04-02,2026-04-02 22:00,2026-04-03 00:00,2026-04-02 20:00,2026-04-02 22:00,East,LPC,LPC,HIP 46891,HIP 46891,143.32633,28.36802,6.5,,6.647,,,6.17,6.148,6.118,64.48,77.54,100.66,YES,NO,,1074.3436,,Hipparcos
2026-04-02,2026-04-02 22:00,2026-04-03 00:00,2026-04-02 20:00,2026-04-02 22:00,East,LPC,LPC,HIP 47173,HIP 47173,144.20407,27.75854,6.96,,8.277,,,5.185,4.493,4.293,63.63,76.79,98.46,YES,NO,,1074.2496,,Hipparcos
2026-04-02,2026-04-02 22:00,2026-04-03 00:00,2026-04-02 20:00,2026-04-02 22:00,East,LPC,LPC,HIP 43129,HIP 43129,131.78046,28.16194,6.6,,7.301,,,5.42,5.147,5.07,74.58,82.68,166.32,YES,NO,,1073.7765,carried_over,Hipparcos
2026-04-02,2026-04-02 22:00,2026-04-03 00:00,2026-04-02 20:00,2026-04-02 22:00,East,NGS,NGS_FAINT,HIP 46146,HIP 46146,141.16366,26.18244,4.47,,5.849,,,2.464,1.765,1.688,66.03,78.49,119.71,YES,NO,,1069.5738,,Hipparcos
2026-04-02,2026-04-02 22:00,2026-04-03 00:00,2026-04-02 20:00,2026-04-02 22:00,East,NGS,NGS_MEDIUM,HIP 48455,HIP 48455,148.19149,26.00708,3.88,,5.263,,,1.974,1.327,1.364,59.82,72.99,97.29,YES,NO,,1070.7991,,Hipparcos
2026-04-02,2026-04-02 22:00,2026-04-03 00:00,2026-04-02 20:00,2026-04-02 22:00,North,LPC,LPC,HIP 42365,HIP 42365,129.57916,32.80203,5.96,,7.19,,,4.438,3.708,3.616,76.09,81.36,167.35,YES,NO,,1031.1551,,Hipparcos
2026-04-02,2026-04-02 22:00,2026-04-03 00:00,2026-04-02 20:00,2026-04-02 22:00,North,LPC,LPC,HIP 42472,HIP 42472,129.88279,32.51566,6.71,,8.344,,,4.543,3.7,3.574,75.91,81.51,168.66,YES,NO,,1030.9117,,Hipparcos
2026-04-02,2026-04-02 22:00,2026-04-03 00:00,2026-04-02 20:00,2026-04-02 22:00,North,NGS,NGS_FAINT,HIP 41075,HIP 41075,125.70888,43.18837,4.25,,6.009,,,1.263,0.453,0.375,68.95,73.24,213.47,YES,NO,,1029.2793,,Hipparcos
2026-04-02,2026-04-02 22:00,2026-04-03 00:00,2026-04-02 20:00,2026-04-02 22:00,South,LPC,LPC,HIP 43245,HIP 43245,132.15432,10.43301,6.91,,8.663,,,3.419,2.558,2.276,65.45,69.92,172.51,YES,NO,0.86,1164.952,,Hipparcos
2026-04-02,2026-04-02 22:00,2026-04-03 00:00,2026-04-02 20:00,2026-04-02 22:00,South,LPC,LPC,HIP 43851,HIP 43851,133.98148,11.62606,5.44,,7.105,,,3.15,2.431,2.252,65.1,70.74,167.14,YES,NO,1.21,1162.5043,,Hipparcos
2026-04-02,2026-04-02 22:00,2026-04-03 00:00,2026-04-02 20:00,2026-04-02 22:00,South,NGS,NGS_FAINT,HIP 44066,HIP 44066,134.62165,11.85777,4.26,,4.416,,,3.979,4.027,3.944,64.82,70.82,165.28,YES,NO,1.78,1159.3705,,Hipparcos
2026-04-02,2026-04-02 22:00,2026-04-03 00:00,2026-04-02 20:00,2026-04-02 22:00,South,NGS,NGS_MEDIUM,HIP 43109,HIP 43109,131.69436,6.41891,3.38,,4.132,,,1.857,1.399,1.274,62.55,66.25,174.54,YES,NO,4.11,1147.5243,,Hipparcos
2026-04-02,2026-04-02 22:00,2026-04-03 00:00,2026-04-02 20:00,2026-04-02 22:00,West,LPC,LPC,HIP 36429,HIP 36429,112.45325,27.9162,5.01,,6.254,,,3.16,2.62,2.426,61.95,75.15,270.79,YES,NO,,1074.9124,,Hipparcos
2026-04-02,2026-04-02 22:00,2026-04-03 00:00,2026-04-02 20:00,2026-04-02 22:00,West,LPC,LPC,HIP 36325,HIP 36325,112.16622,27.55288,6.36,,7.737,,,3.718,3.243,2.978,61.64,74.84,268.67,YES,NO,,1074.4442,,Hipparcos
2026-04-02,2026-04-02 22:00,2026-04-03 00:00,2026-04-02 20:00,2026-04-02 22:00,West,LPC,LPC,HIP 32311,HIP 32311,101.18944,28.97099,5.42,,7.061,,,2.626,1.898,1.698,52.34,65.4,278.55,NO,NO,,1076.8554,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-02 22:00,2026-04-03 00:00,2026-04-02 20:00,2026-04-02 22:00,West,LPC,LPC,HIP 31434,HIP 31434,98.80026,28.02234,5.26,,5.256,,,5.151,5.21,5.147,50.1,63.21,276.68,NO,NO,,1076.0724,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-02 22:00,2026-04-03 00:00,2026-04-02 20:00,2026-04-02 22:00,West,NGS,NGS_BRIGHT,Pollux,HIP 37826,116.33068,28.02631,1.16,,2.285,,,,,,65.35,78.28,255.01,YES,NO,,1073.783,,Hipparcos
2026-04-02,2026-04-02 22:00,2026-04-03 00:00,2026-04-02 20:00,2026-04-02 22:00,West,NGS,NGS_FAINT,HIP 37629,HIP 37629,115.82786,28.88407,4.23,,5.493,,,2.328,1.799,1.736,65.01,77.94,262.97,YES,NO,,1075.8327,,Hipparcos
2026-04-02,2026-04-02 22:00,2026-04-03 00:00,2026-04-02 20:00,2026-04-02 22:00,West,NGS,NGS_MEDIUM,HIP 36046,HIP 36046,111.43198,27.79829,3.78,,4.921,,,2.195,1.658,1.562,61.04,74.24,270.98,YES,NO,,1073.9443,,Hipparcos
2026-04-02,2026-04-02 23:00,2026-04-03 01:00,2026-04-02 21:00,2026-04-02 23:00,East,LPC,LPC,HIP 51325,HIP 51325,157.25661,29.7276,6.61,,7.891,,,4.418,3.913,3.775,65.59,78.26,90.36,YES,NO,,1078.1526,,Hipparcos
2026-04-02,2026-04-02 23:00,2026-04-03 01:00,2026-04-02 21:00,2026-04-02 23:00,East,LPC,LPC,HIP 51399,HIP 51399,157.4737,28.58122,6.88,,8.129,,,4.996,4.451,4.322,65.3,78.22,99.03,YES,NO,,1075.5164,,Hipparcos
2026-04-02,2026-04-02 23:00,2026-04-03 01:00,2026-04-02 21:00,2026-04-02 23:00,East,NGS,NGS_FAINT,HIP 53417,HIP 53417,163.90353,24.74975,4.3,,4.303,,,3.916,4.026,4.352,58.95,72.04,101.48,YES,NO,,1068.5936,,Hipparcos
2026-04-02,2026-04-02 23:00,2026-04-03 01:00,2026-04-02 21:00,2026-04-02 23:00,North,LPC,LPC,HIP 47168,HIP 47168,144.17854,31.16184,5.57,,7.353,,,2.606,1.732,1.609,76.51,82.18,193.03,YES,NO,,1032.0919,,Hipparcos
2026-04-02,2026-04-02 23:00,2026-04-03 01:00,2026-04-02 21:00,2026-04-02 23:00,North,LPC,LPC,HIP 48917,HIP 48917,149.68521,50.1252,6.7,,6.625,,,6.716,6.781,6.784,63.33,66.85,119.03,YES,NO,,1031.1373,,Hipparcos
2026-04-02,2026-04-02 23:00,2026-04-03 01:00,2026-04-02 21:00,2026-04-02 23:00,North,NGS,NGS_FAINT,HIP 46952,HIP 46952,143.55574,36.39761,4.54,,5.531,,,3.046,2.711,,74.45,79.01,191.15,YES,NO,,1028.3572,,Hipparcos
2026-04-02,2026-04-02 23:00,2026-04-03 01:00,2026-04-02 21:00,2026-04-02 23:00,North,NGS,NGS_MEDIUM,HIP 46853,HIP 46853,143.21802,51.6786,3.17,,3.671,,,,,,63.79,65.7,192.31,YES,NO,,1015.3947,,Hipparcos
2026-04-02,2026-04-02 23:00,2026-04-03 01:00,2026-04-02 21:00,2026-04-02 23:00,South,LPC,LPC,HIP 48298,HIP 48298,147.70533,11.84242,6.86,,6.816,,,6.87,6.955,6.961,66.14,71.12,170.71,YES,NO,1.14,1164.2876,,Hipparcos
2026-04-02,2026-04-02 23:00,2026-04-03 01:00,2026-04-02 21:00,2026-04-02 23:00,South,LPC,LPC,HIP 48029,HIP 48029,146.85831,11.56818,6.44,,6.711,,,5.9,5.794,5.734,66.5,70.96,173.14,YES,NO,1.42,1163.5329,,Hipparcos
2026-04-02,2026-04-02 23:00,2026-04-03 01:00,2026-04-02 21:00,2026-04-02 23:00,South,NGS,NGS_FAINT,HIP 49029,HIP 49029,150.05343,8.04428,4.68,,6.484,,,1.53,0.706,0.49,61.78,67.28,166.2,YES,NO,3.05,1150.4785,,Hipparcos
2026-04-02,2026-04-02 23:00,2026-04-03 01:00,2026-04-02 21:00,2026-04-02 23:00,South,NGS,NGS_MEDIUM,HIP 47508,HIP 47508,145.28799,9.8924,3.52,,4.042,,,2.765,2.603,2.503,66.18,69.53,177.65,YES,NO,2.69,1156.1738,,Hipparcos
2026-04-02,2026-04-02 23:00,2026-04-03 01:00,2026-04-02 21:00,2026-04-02 23:00,West,LPC,LPC,HIP 43100,HIP 43100,131.66665,28.76517,6.58,,6.586,,,6.445,6.474,6.449,65.69,78.52,266.01,YES,NO,,1077.3226,,Hipparcos
2026-04-02,2026-04-02 23:00,2026-04-03 01:00,2026-04-02 21:00,2026-04-02 23:00,West,LPC,LPC,HIP 42294,HIP 42294,129.34208,28.29452,6.63,,7.524,,,5.095,4.702,4.591,63.6,76.79,264.69,YES,NO,,1075.198,,Hipparcos
2026-04-02,2026-04-02 23:00,2026-04-03 01:00,2026-04-02 21:00,2026-04-02 23:00,West,LPC,LPC,HIP 36429,HIP 36429,112.45325,27.9162,5.01,,6.254,,,3.16,2.62,2.426,48.86,61.97,276.74,NO,NO,,1074.9124,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-02 23:00,2026-04-03 01:00,2026-04-02 21:00,2026-04-02 23:00,West,LPC,LPC,HIP 36325,HIP 36325,112.16622,27.55288,6.36,,7.737,,,3.718,3.243,2.978,48.54,61.66,276.0,NO,NO,,1074.4442,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-02 23:00,2026-04-03 01:00,2026-04-02 21:00,2026-04-02 23:00,West,NGS,NGS_BRIGHT,Pollux,HIP 37826,116.33068,28.02631,1.16,,2.285,,,,,,52.24,65.37,275.87,NO,NO,,1073.783,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-02 23:00,2026-04-03 01:00,2026-04-02 21:00,2026-04-02 23:00,West,NGS,NGS_FAINT,HIP 43103,HIP 43103,131.67431,28.76001,4.03,,5.113,,,2.368,1.941,1.831,65.69,78.52,266.05,YES,NO,,1077.3393,,Hipparcos
2026-04-02,2026-04-02 23:00,2026-04-03 01:00,2026-04-02 21:00,2026-04-02 23:00,West,NGS,NGS_FAINT,HIP 37629,HIP 37629,115.82786,28.88407,4.23,,5.493,,,2.328,1.799,1.736,51.97,65.03,278.3,NO,NO,,1075.8327,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-02 23:00,2026-04-03 01:00,2026-04-02 21:00,2026-04-02 23:00,West,NGS,NGS_MEDIUM,HIP 36046,HIP 36046,111.43198,27.79829,3.78,,4.921,,,2.195,1.658,1.562,47.96,61.06,276.78,NO,NO,,1073.9443,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-03 00:00,2026-04-03 02:00,2026-04-02 22:00,2026-04-03 00:00,East,LPC,LPC,HIP 56178,HIP 56178,172.72891,28.45157,6.74,,8.461,,,3.556,2.721,2.386,65.11,78.07,100.62,YES,NO,,1074.8898,,Hipparcos
2026-04-02,2026-04-03 00:00,2026-04-03 02:00,2026-04-02 22:00,2026-04-03 00:00,East,LPC,LPC,HIP 56601,HIP 56601,174.07475,27.7813,5.8,,6.074,,,5.289,5.292,5.208,63.85,76.98,100.04,YES,NO,,1073.9684,,Hipparcos
2026-04-02,2026-04-03 00:00,2026-04-03 02:00,2026-04-02 22:00,2026-04-03 00:00,North,LPC,LPC,HIP 51200,HIP 51200,156.86699,41.60121,6.0,,6.167,,,5.626,5.58,5.532,70.55,74.75,215.19,YES,NO,,1031.3092,,Hipparcos
2026-04-02,2026-04-03 00:00,2026-04-03 02:00,2026-04-02 22:00,2026-04-03 00:00,North,LPC,LPC,HIP 52032,HIP 52032,159.46782,34.07861,6.42,,7.95,,,4.194,3.528,3.301,75.92,80.63,166.37,YES,NO,,1030.7171,,Hipparcos
2026-04-02,2026-04-03 00:00,2026-04-03 02:00,2026-04-02 22:00,2026-04-03 00:00,North,NGS,NGS_FAINT,HIP 52098,HIP 52098,159.68005,31.97622,4.68,,5.574,,,3.292,2.926,2.826,76.3,81.82,167.32,YES,NO,,1031.6216,,Hipparcos
2026-04-02,2026-04-03 00:00,2026-04-03 02:00,2026-04-02 22:00,2026-04-03 00:00,South,LPC,LPC,HIP 52911,HIP 52911,162.3143,10.54526,5.32,,5.351,,,5.228,5.273,5.075,65.45,69.98,172.31,YES,NO,0.79,1165.2986,,Hipparcos
2026-04-02,2026-04-03 00:00,2026-04-03 02:00,2026-04-02 22:00,2026-04-03 00:00,South,LPC,LPC,HIP 53039,HIP 53039,162.78566,11.57885,6.85,,8.197,,,4.886,4.431,4.304,65.92,70.86,170.71,YES,NO,0.89,1165.215,,Hipparcos
2026-04-02,2026-04-03 00:00,2026-04-03 02:00,2026-04-02 22:00,2026-04-03 00:00,South,NGS,NGS_FAINT,HIP 54182,HIP 54182,166.25512,7.33612,4.62,,4.969,,,,,,60.47,66.37,163.83,YES,NO,4.29,1143.7218,,Hipparcos
2026-04-02,2026-04-03 00:00,2026-04-03 02:00,2026-04-02 22:00,2026-04-03 00:00,South,NGS,NGS_MEDIUM,HIP 51624,HIP 51624,158.20281,9.30659,3.84,,3.678,,,4.266,4.264,4.275,65.5,68.97,183.18,YES,NO,4.72,1145.4775,,Hipparcos
2026-04-02,2026-04-03 00:00,2026-04-03 02:00,2026-04-02 22:00,2026-04-03 00:00,West,LPC,LPC,HIP 46891,HIP 46891,143.32633,28.36802,6.5,,6.647,,,6.17,6.148,6.118,62.67,75.86,273.37,YES,NO,,1074.8543,,Hipparcos
2026-04-02,2026-04-03 00:00,2026-04-03 02:00,2026-04-02 22:00,2026-04-03 00:00,West,LPC,LPC,HIP 47173,HIP 47173,144.20407,27.75854,6.96,,8.277,,,5.185,4.493,4.293,63.35,76.53,263.71,YES,NO,,1074.6432,,Hipparcos
2026-04-02,2026-04-03 00:00,2026-04-03 02:00,2026-04-02 22:00,2026-04-03 00:00,West,LPC,LPC,HIP 43100,HIP 43100,131.66665,28.76517,6.58,,6.586,,,6.445,6.474,6.449,52.62,65.7,277.73,NO,NO,,1077.3226,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-03 00:00,2026-04-03 02:00,2026-04-02 22:00,2026-04-03 00:00,West,LPC,LPC,HIP 42294,HIP 42294,129.34208,28.29452,6.63,,7.524,,,5.095,4.702,4.591,50.52,63.62,277.05,NO,NO,,1075.198,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-03 00:00,2026-04-03 02:00,2026-04-02 22:00,2026-04-03 00:00,West,NGS,NGS_FAINT,HIP 46146,HIP 46146,141.16366,26.18244,4.47,,5.849,,,2.464,1.765,1.688,60.4,73.57,262.58,YES,NO,,1071.3442,,Hipparcos
2026-04-02,2026-04-03 00:00,2026-04-03 02:00,2026-04-02 22:00,2026-04-03 00:00,West,NGS,NGS_FAINT,HIP 43103,HIP 43103,131.67431,28.76001,4.03,,5.113,,,2.368,1.941,1.831,52.62,65.71,277.71,NO,NO,,1077.3393,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-03 01:00,2026-04-03 03:00,2026-04-02 23:00,2026-04-03 01:00,East,LPC,LPC,HIP 62576,HIP 62576,192.32297,27.55233,5.76,,5.809,,,5.595,5.625,5.617,61.02,74.23,91.05,YES,NO,,1073.9157,,Hipparcos
2026-04-02,2026-04-03 01:00,2026-04-03 03:00,2026-04-02 23:00,2026-04-03 01:00,East,LPC,LPC,HIP 60123,HIP 60123,184.96097,28.46438,6.64,,6.823,,,6.209,6.192,6.135,67.59,79.9,114.97,YES,NO,,1072.4047,,Hipparcos
2026-04-02,2026-04-03 01:00,2026-04-03 03:00,2026-04-02 23:00,2026-04-03 01:00,East,NGS,NGS_FAINT,HIP 62763,HIP 62763,192.9247,27.54073,4.93,,5.628,,,3.629,3.367,3.26,60.49,73.7,90.5,YES,NO,,1073.5523,,Hipparcos
2026-04-02,2026-04-03 01:00,2026-04-03 03:00,2026-04-02 23:00,2026-04-03 01:00,North,LPC,LPC,HIP 55086,HIP 55086,169.17469,49.47628,5.88,,7.102,,,4.212,3.661,3.606,63.85,67.47,240.81,YES,NO,,1031.7104,,Hipparcos
2026-04-02,2026-04-03 01:00,2026-04-03 03:00,2026-04-02 23:00,2026-04-03 01:00,North,LPC,LPC,HIP 56784,HIP 56784,174.63472,33.62586,6.29,,7.76,,,3.735,3.162,2.954,75.99,80.91,166.78,YES,NO,,1030.879,,Hipparcos
2026-04-02,2026-04-03 01:00,2026-04-03 03:00,2026-04-02 23:00,2026-04-03 01:00,North,NGS,NGS_MEDIUM,Phecda,HIP 58001,178.45726,53.69473,2.41,,2.473,,,2.381,2.487,2.429,61.15,63.69,143.53,YES,NO,,1020.6287,,Hipparcos
2026-04-02,2026-04-03 01:00,2026-04-03 03:00,2026-04-02 23:00,2026-04-03 01:00,South,LPC,LPC,HIP 57779,HIP 57779,177.73093,12.27897,6.37,,6.66,,,5.802,5.75,5.712,66.49,71.49,170.76,YES,NO,1.52,1162.9251,,Hipparcos
2026-04-02,2026-04-03 01:00,2026-04-03 03:00,2026-04-02 23:00,2026-04-03 01:00,South,LPC,LPC,HIP 57606,HIP 57606,177.16154,14.2842,5.9,,6.194,,,5.269,5.162,5.115,68.3,73.34,171.77,YES,NO,3.39,1156.7896,,Hipparcos
2026-04-02,2026-04-03 01:00,2026-04-03 03:00,2026-04-02 23:00,2026-04-03 01:00,South,NGS,NGS_FAINT,HIP 57328,HIP 57328,176.32085,8.25817,4.84,,5.024,,,4.634,4.542,4.409,64.29,67.95,175.46,YES,NO,2.83,1154.6186,,Hipparcos
2026-04-02,2026-04-03 01:00,2026-04-03 03:00,2026-04-02 23:00,2026-04-03 01:00,South,NGS,NGS_MEDIUM,Spica,HIP 57632,177.26616,14.57234,2.14,,2.276,,,,,,68.42,73.58,171.35,YES,NO,3.61,1155.9834,,Hipparcos
2026-04-02,2026-04-03 01:00,2026-04-03 03:00,2026-04-02 23:00,2026-04-03 01:00,West,LPC,LPC,HIP 51781,HIP 51781,158.70801,27.96178,6.82,,7.996,,,5.022,4.513,4.418,62.9,76.1,268.33,YES,NO,,1075.595,,Hipparcos
2026-04-02,2026-04-03 01:00,2026-04-03 03:00,2026-04-02 23:00,2026-04-03 01:00,West,LPC,LPC,HIP 53345,HIP 53345,163.64759,29.63019,6.53,,7.094,,,5.494,5.314,5.23,67.38,79.58,251.13,YES,NO,,1073.9181,,Hipparcos
2026-04-02,2026-04-03 01:00,2026-04-03 03:00,2026-04-02 23:00,2026-04-03 01:00,West,LPC,LPC,HIP 46891,HIP 46891,143.32633,28.36802,6.5,,6.647,,,6.17,6.148,6.118,49.61,62.7,277.45,NO,NO,,1074.8543,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-03 01:00,2026-04-03 03:00,2026-04-02 23:00,2026-04-03 01:00,West,LPC,LPC,HIP 47173,HIP 47173,144.20407,27.75854,6.96,,8.277,,,5.185,4.493,4.293,50.24,63.37,275.72,NO,NO,,1074.6432,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-03 01:00,2026-04-03 03:00,2026-04-02 23:00,2026-04-03 01:00,West,NGS,NGS_FAINT,HIP 46146,HIP 46146,141.16366,26.18244,4.47,,5.849,,,2.464,1.765,1.688,47.24,60.42,273.24,NO,NO,,1071.3442,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,East,LPC,LPC,HIP 66725,HIP 66725,205.16301,28.06514,6.22,,7.69,,,4.113,3.424,3.243,63.04,76.24,91.18,YES,NO,,1075.8896,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,East,LPC,LPC,HIP 68103,HIP 68103,209.14234,27.4922,5.02,,6.642,,,2.716,1.931,1.769,59.48,72.68,89.74,YES,NO,,1072.6047,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,East,NGS,NGS_FAINT,HIP 64394,HIP 64394,197.97051,27.87604,4.23,,4.859,,,,,,69.31,80.86,132.18,YES,NO,,1068.2028,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,North,LPC,LPC,HIP 60791,HIP 60791,186.88812,41.35508,6.51,,7.083,,,5.271,4.92,4.849,70.63,74.96,214.78,YES,NO,,1031.3925,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,North,LPC,LPC,HIP 61995,HIP 61995,190.57454,33.68884,6.64,,7.84,,,,,,75.27,80.85,170.28,YES,NO,,1029.7662,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,North,NGS,NGS_FAINT,HIP 61317,HIP 61317,188.43789,41.35677,4.24,,4.871,,,,,,71.55,75.06,191.02,YES,NO,,1024.3668,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,South,LPC,LPC,HIP 63081,HIP 63081,193.87641,11.49588,6.91,,8.587,,,2.728,1.853,1.64,65.18,70.63,168.03,YES,NO,0.92,1164.0524,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,South,LPC,LPC,HIP 62394,HIP 62394,191.80673,11.95813,6.11,,6.25,,,5.75,5.717,5.694,66.9,71.31,173.6,YES,NO,1.77,1162.412,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,South,NGS,NGS_FAINT,HIP 61960,HIP 61960,190.47086,10.23584,4.88,,4.96,,,4.986,4.761,4.678,66.41,69.83,177.52,YES,NO,2.59,1156.9445,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,South,NGS,NGS_MEDIUM,HIP 63608,HIP 63608,195.54484,10.9591,2.85,,3.87,,,,,,63.65,69.83,163.84,YES,NO,2.12,1156.4129,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,West,LPC,LPC,HIP 56601,HIP 56601,174.07475,27.7813,5.8,,6.074,,,5.289,5.292,5.208,63.14,76.32,265.15,YES,NO,,1074.8691,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,West,LPC,LPC,HIP 56178,HIP 56178,172.72891,28.45157,6.74,,8.461,,,3.556,2.721,2.386,62.06,75.24,274.07,YES,NO,,1074.0206,,Hipparcos
